grasspea,faba,medicago,pea
LATSA3860_EIv1.0_0327120,Vfaba.Hedin2.R1.5g114120,MtrunA17_Chr7g0258751,Psat3g068360
LATSA3860_EIv1.0_0327330,Vfaba.Hedin2.R1.2g026520,MtrunA17_Chr3g0091441,Psat5g181040
LATSA3860_EIv1.0_0327590,Vfaba.Hedin2.R1.5g010400,MtrunA17_Chr2g0330651,Psat5g294640
LATSA3860_EIv1.0_0327630,Vfaba.Hedin2.R1.5g010960,MtrunA17_Chr2g0330561,Psat5g294280
LATSA3860_EIv1.0_0327750,Vfaba.Hedin2.R1.5g072280,MtrunA17_Chr7g0249231,Psat3g138560
LATSA3860_EIv1.0_0327760,Vfaba.Hedin2.R1.5g072320,MtrunA17_Chr7g0249241,Psat3g138520
LATSA3860_EIv1.0_0327780,Vfaba.Hedin2.R1.5g072440,MtrunA17_Chr7g0249251,Psat3g138480
LATSA3860_EIv1.0_0328100,Vfaba.Hedin2.R1.3g090720,MtrunA17_Chr1g0192821,Psat6g152600
LATSA3860_EIv1.0_0328270,Vfaba.Hedin2.R1.1g226320,MtrunA17_Chr5g0430261,Psat2g057640
LATSA3860_EIv1.0_0328400,Vfaba.Hedin2.R1.Ung107840,MtrunA17_Chr4g0056741,Psat4g068880
LATSA3860_EIv1.0_0328840,Vfaba.Hedin2.R1.5g028640,MtrunA17_Chr7g0228091,Psat3g162320
LATSA3860_EIv1.0_0328880,Vfaba.Hedin2.R1.4g176520,MtrunA17_Chr4g0063831,Psat4g038720
LATSA3860_EIv1.0_0329080,Vfaba.Hedin2.R1.2g139520,MtrunA17_Chr3g0128541,Psat5g069640
LATSA3860_EIv1.0_0329150,Vfaba.Hedin2.R1.2g139400,MtrunA17_Chr3g0128531,Psat5g069840
LATSA3860_EIv1.0_0329160,Vfaba.Hedin2.R1.2g139200,MtrunA17_Chr3g0128511,Psat5g069880
LATSA3860_EIv1.0_0329230,Vfaba.Hedin2.R1.4g225720,MtrunA17_Chr4g0073891,Psat0s2403g0040
LATSA3860_EIv1.0_0329240,Vfaba.Hedin2.R1.4g225680,MtrunA17_Chr4g0073861,Psat4g009640
LATSA3860_EIv1.0_0329420,Vfaba.Hedin2.R1.1g139640,MtrunA17_Chr6g0451921,Psat1g078720
LATSA3860_EIv1.0_0329430,Vfaba.Hedin2.R1.1g139600,MtrunA17_Chr6g0451931,Psat1g078760
LATSA3860_EIv1.0_0329450,Vfaba.Hedin2.R1.1g139360,MtrunA17_Chr6g0451961,Psat1g078360
LATSA3860_EIv1.0_0330300,Vfaba.Hedin2.R1.2g158840,MtrunA17_Chr3g0132391,Psat5g050480
LATSA3860_EIv1.0_0330390,Vfaba.Hedin2.R1.1g213080,MtrunA17_Chr5g0426311,Psat2g071280
LATSA3860_EIv1.0_0330480,Vfaba.Hedin2.R1.5g045560,MtrunA17_Chr7g0238981,Psat3g137400
LATSA3860_EIv1.0_0330490,Vfaba.Hedin2.R1.5g011720,MtrunA17_Chr2g0330411,Psat5g293360
LATSA3860_EIv1.0_0330530,Vfaba.Hedin2.R1.5g011480,MtrunA17_Chr2g0330461,Psat5g293240
LATSA3860_EIv1.0_0330540,Vfaba.Hedin2.R1.5g011400,MtrunA17_Chr2g0330471,Psat5g294400
LATSA3860_EIv1.0_0330550,Vfaba.Hedin2.R1.5g150960,MtrunA17_Chr7g0266631,Psat3g031920
LATSA3860_EIv1.0_0330620,Vfaba.Hedin2.R1.5g151200,MtrunA17_Chr7g0266671,Psat3g031600
LATSA3860_EIv1.0_0330650,Vfaba.Hedin2.R1.5g151320,MtrunA17_Chr7g0266711,Psat3g031720
LATSA3860_EIv1.0_0330760,Vfaba.Hedin2.R1.1g121560,MtrunA17_Chr6g0458321,Psat1g083080
LATSA3860_EIv1.0_0331060,Vfaba.Hedin2.R1.5g183480,MtrunA17_Chr7g0273641,Psat0s2796g0040
LATSA3860_EIv1.0_0331070,Vfaba.Hedin2.R1.5g183360,MtrunA17_Chr7g0273631,Psat3g008760
LATSA3860_EIv1.0_0331080,Vfaba.Hedin2.R1.5g183280,MtrunA17_Chr7g0273621,Psat3g008800
LATSA3860_EIv1.0_0331150,Vfaba.Hedin2.R1.6g048880,MtrunA17_Chr4g0036171,Psat7g181560
LATSA3860_EIv1.0_0331260,Vfaba.Hedin2.R1.1g045400,MtrunA17_Chr2g0325171,Psat5g274920
LATSA3860_EIv1.0_0331440,Vfaba.Hedin2.R1.1g111080,MtrunA17_Chr6g0465041,Psat1g101200
LATSA3860_EIv1.0_0331540,Vfaba.Hedin2.R1.Ung044600,MtrunA17_Chr8g0337101,Psat0s3302g0040
LATSA3860_EIv1.0_0331580,Vfaba.Hedin2.R1.4g079000,MtrunA17_Chr8g0337221,Psat4g216480
LATSA3860_EIv1.0_0331590,Vfaba.Hedin2.R1.4g078960,MtrunA17_Chr8g0337231,Psat4g216440
LATSA3860_EIv1.0_0331650,Vfaba.Hedin2.R1.4g078480,MtrunA17_Chr8g0337391,Psat4g215840
LATSA3860_EIv1.0_0331730,Vfaba.Hedin2.R1.4g078240,MtrunA17_Chr8g0337431,Psat4g215600
LATSA3860_EIv1.0_0331780,Vfaba.Hedin2.R1.2g007240,MtrunA17_Chr3g0080391,Psat5g226960
LATSA3860_EIv1.0_0331790,Vfaba.Hedin2.R1.2g007280,MtrunA17_Chr3g0080381,Psat5g227000
LATSA3860_EIv1.0_0332020,Vfaba.Hedin2.R1.3g123800,MtrunA17_Chr1g0200641,Psat6g186720
LATSA3860_EIv1.0_0332150,Vfaba.Hedin2.R1.6g101080,MtrunA17_Chr4g0049821,Psat7g101480
LATSA3860_EIv1.0_0332210,Vfaba.Hedin2.R1.5g079960,MtrunA17_Chr7g0251371,Psat3g096760
LATSA3860_EIv1.0_0332250,Vfaba.Hedin2.R1.5g079920,MtrunA17_Chr7g0251361,Psat3g097040
LATSA3860_EIv1.0_0332380,Vfaba.Hedin2.R1.6g023800,MtrunA17_Chr4g0026691,Psat7g188720
LATSA3860_EIv1.0_0332800,Vfaba.Hedin2.R1.2g164360,MtrunA17_Chr3g0133761,Psat0s3123g0120
LATSA3860_EIv1.0_0332810,Vfaba.Hedin2.R1.2g164320,MtrunA17_Chr3g0133751,Psat0s3123g0080
LATSA3860_EIv1.0_0332980,Vfaba.Hedin2.R1.3g068200,MtrunA17_Chr1g0186441,Psat6g134280
LATSA3860_EIv1.0_0333350,Vfaba.Hedin2.R1.1g472360,MtrunA17_Chr2g0282681,Psat1g203160
LATSA3860_EIv1.0_0333410,Vfaba.Hedin2.R1.Ung052240,MtrunA17_Chr2g0282721,Psat1g202800
LATSA3860_EIv1.0_0333470,Vfaba.Hedin2.R1.6g046400,MtrunA17_Chr4g0037351,Psat7g173040
LATSA3860_EIv1.0_0333500,Vfaba.Hedin2.R1.5g096360,MtrunA17_Chr7g0255481,Psat0s698g0120
LATSA3860_EIv1.0_0333520,Vfaba.Hedin2.R1.6g025400,MtrunA17_Chr4g0028231,Psat7g149280
LATSA3860_EIv1.0_0333730,Vfaba.Hedin2.R1.4g226880,MtrunA17_Chr4g0068041,Psat4g009280
LATSA3860_EIv1.0_0333760,Vfaba.Hedin2.R1.4g226800,MtrunA17_Chr4g0074091,Psat4g009240
LATSA3860_EIv1.0_0334130,Vfaba.Hedin2.R1.6g190160,MtrunA17_Chr8g0390861,Psat7g012720
LATSA3860_EIv1.0_0334470,Vfaba.Hedin2.R1.3g159760,MtrunA17_Chr1g0208631,Psat6g222960
LATSA3860_EIv1.0_0334480,Vfaba.Hedin2.R1.3g159800,MtrunA17_Chr1g0208681,Psat6g222920
LATSA3860_EIv1.0_0335020,Vfaba.Hedin2.R1.5g126320,MtrunA17_Chr7g0261561,Psat3g057160
LATSA3860_EIv1.0_0335030,Vfaba.Hedin2.R1.5g126360,MtrunA17_Chr7g0261581,Psat3g055760
LATSA3860_EIv1.0_0335060,Vfaba.Hedin2.R1.5g126400,MtrunA17_Chr7g0261611,Psat3g055840
LATSA3860_EIv1.0_0335240,Vfaba.Hedin2.R1.Ung002000,MtrunA17_Chr2g0330951,Psat5g295600
LATSA3860_EIv1.0_0336410,Vfaba.Hedin2.R1.3g087880,MtrunA17_Chr1g0192101,Psat6g150320
LATSA3860_EIv1.0_0336440,Vfaba.Hedin2.R1.3g088000,MtrunA17_Chr1g0192131,Psat6g150440
LATSA3860_EIv1.0_0336460,Vfaba.Hedin2.R1.3g087920,MtrunA17_Chr1g0192111,Psat6g150640
LATSA3860_EIv1.0_0336720,Vfaba.Hedin2.R1.5g042560,MtrunA17_Chr7g0237801,Psat3g142800
LATSA3860_EIv1.0_0336800,Vfaba.Hedin2.R1.1g194160,MtrunA17_Chr5g0412211,Psat2g082120
LATSA3860_EIv1.0_0336890,Vfaba.Hedin2.R1.6g017000,MtrunA17_Chr4g0025381,Psat7g200720
LATSA3860_EIv1.0_0337110,Vfaba.Hedin2.R1.4g180520,MtrunA17_Chr4g0064481,Psat0s679g0120
LATSA3860_EIv1.0_0337140,Vfaba.Hedin2.R1.5g136400,MtrunA17_Chr7g0263911,Psat3g044680
LATSA3860_EIv1.0_0337230,Vfaba.Hedin2.R1.4g043480,MtrunA17_Chr8g0350391,Psat4g151320
LATSA3860_EIv1.0_0337300,Vfaba.Hedin2.R1.1g033520,MtrunA17_Chr2g0328511,Psat5g284920
LATSA3860_EIv1.0_0337310,Vfaba.Hedin2.R1.1g033360,MtrunA17_Chr2g0328531,Psat5g285480
LATSA3860_EIv1.0_0337390,Vfaba.Hedin2.R1.1g157320,MtrunA17_Chr6g0485711,Psat1g043280
LATSA3860_EIv1.0_0337430,Vfaba.Hedin2.R1.1g157400,MtrunA17_Chr6g0485671,Psat1g042920
LATSA3860_EIv1.0_0337820,Vfaba.Hedin2.R1.1g062560,MtrunA17_Chr2g0321531,Psat5g257640
LATSA3860_EIv1.0_0337830,Vfaba.Hedin2.R1.1g062600,MtrunA17_Chr2g0321511,Psat5g257720
LATSA3860_EIv1.0_0338190,Vfaba.Hedin2.R1.1g298280,MtrunA17_Chr2g0302951,Psat0s4062g0080
LATSA3860_EIv1.0_0338300,Vfaba.Hedin2.R1.5g175960,MtrunA17_Chr7g0271771,Psat3g012840
LATSA3860_EIv1.0_0338340,Vfaba.Hedin2.R1.5g175880,MtrunA17_Chr7g0271741,Psat3g013040
LATSA3860_EIv1.0_0338360,Vfaba.Hedin2.R1.6g026800,MtrunA17_Chr4g0028701,Psat7g192320
LATSA3860_EIv1.0_0338460,Vfaba.Hedin2.R1.4g123520,MtrunA17_Chr8g0374701,Psat4g088000
LATSA3860_EIv1.0_0338830,Vfaba.Hedin2.R1.6g095200,MtrunA17_Chr4g0051081,Psat7g095600
LATSA3860_EIv1.0_0338840,Vfaba.Hedin2.R1.Ung053520,MtrunA17_Chr4g0051071,Psat7g095680
LATSA3860_EIv1.0_0338860,Vfaba.Hedin2.R1.Ung053560,MtrunA17_Chr4g0051051,Psat7g095720
LATSA3860_EIv1.0_0338870,Vfaba.Hedin2.R1.Ung053640,MtrunA17_Chr4g0051041,Psat7g095800
LATSA3860_EIv1.0_0338960,Vfaba.Hedin2.R1.5g053520,MtrunA17_Chr7g0242521,Psat3g129440
LATSA3860_EIv1.0_0339020,Vfaba.Hedin2.R1.2g063760,MtrunA17_Chr3g0107711,Psat5g147960
LATSA3860_EIv1.0_0339250,Vfaba.Hedin2.R1.2g261800,MtrunA17_Chr4g0004181,Psat7g253440
LATSA3860_EIv1.0_0339260,Vfaba.Hedin2.R1.2g261920,MtrunA17_Chr4g0004131,Psat7g253520
LATSA3860_EIv1.0_0339270,Vfaba.Hedin2.R1.2g261960,MtrunA17_Chr4g0004121,Psat7g253560
LATSA3860_EIv1.0_0339310,Vfaba.Hedin2.R1.2g262640,MtrunA17_Chr4g0004081,Psat7g253880
LATSA3860_EIv1.0_0339380,Vfaba.Hedin2.R1.2g262320,MtrunA17_Chr4g0003961,Psat4g172640
LATSA3860_EIv1.0_0339610,Vfaba.Hedin2.R1.1g458080,MtrunA17_Chr2g0286821,Psat1g186120
LATSA3860_EIv1.0_0339630,Vfaba.Hedin2.R1.1g458280,MtrunA17_Chr2g0286781,Psat1g186240
LATSA3860_EIv1.0_0339650,Vfaba.Hedin2.R1.1g458360,MtrunA17_Chr2g0286731,Psat1g186360
LATSA3860_EIv1.0_0339680,Vfaba.Hedin2.R1.1g458440,MtrunA17_Chr2g0286661,Psat1g186440
LATSA3860_EIv1.0_0339720,Vfaba.Hedin2.R1.1g058080,MtrunA17_Chr2g0322591,Psat5g264040
LATSA3860_EIv1.0_0339820,Vfaba.Hedin2.R1.2g245680,MtrunA17_Chr4g0009521,Psat7g237680
LATSA3860_EIv1.0_0339870,Vfaba.Hedin2.R1.2g245800,MtrunA17_Chr4g0009451,Psat7g239280
LATSA3860_EIv1.0_0339890,Vfaba.Hedin2.R1.2g245840,MtrunA17_Chr4g0009441,Psat7g239440
LATSA3860_EIv1.0_0340210,Vfaba.Hedin2.R1.2g135320,MtrunA17_Chr3g0127781,Psat5g072520
LATSA3860_EIv1.0_0340260,Vfaba.Hedin2.R1.1g310760,MtrunA17_Chr5g0414271,Psat2g114480
LATSA3860_EIv1.0_0340610,Vfaba.Hedin2.R1.2g206680,MtrunA17_Chr3g0142711,Psat0s501g0080
LATSA3860_EIv1.0_0340630,Vfaba.Hedin2.R1.2g206880,MtrunA17_Chr3g0142751,Psat5g012800
LATSA3860_EIv1.0_0340650,Vfaba.Hedin2.R1.2g207080,MtrunA17_Chr3g0142781,Psat5g012760
LATSA3860_EIv1.0_0340740,Vfaba.Hedin2.R1.5g084040,MtrunA17_Chr7g0252311,Psat3g092280
LATSA3860_EIv1.0_0340760,Vfaba.Hedin2.R1.5g084080,MtrunA17_Chr7g0252321,Psat3g092240
LATSA3860_EIv1.0_0340870,Vfaba.Hedin2.R1.1g271800,MtrunA17_Chr5g0443491,Psat2g014520
LATSA3860_EIv1.0_0340910,Vfaba.Hedin2.R1.1g272000,MtrunA17_Chr5g0443531,Psat2g014400
LATSA3860_EIv1.0_0341220,Vfaba.Hedin2.R1.1g487080,MtrunA17_Chr2g0279071,Psat1g216800
LATSA3860_EIv1.0_0341380,Vfaba.Hedin2.R1.2g212880,MtrunA17_Chr3g0144281,Psat5g008960
LATSA3860_EIv1.0_0341480,Vfaba.Hedin2.R1.1g037200,MtrunA17_Chr2g0327621,Psat5g282000
LATSA3860_EIv1.0_0341530,Vfaba.Hedin2.R1.1g037160,MtrunA17_Chr2g0327631,Psat5g282040
LATSA3860_EIv1.0_0341680,Vfaba.Hedin2.R1.3g119240,MtrunA17_Chr1g0199231,Psat6g180040
LATSA3860_EIv1.0_0341700,Vfaba.Hedin2.R1.3g119320,MtrunA17_Chr1g0199211,Psat6g179960
LATSA3860_EIv1.0_0341920,Vfaba.Hedin2.R1.6g147040,MtrunA17_Chr8g0381861,Psat7g056800
LATSA3860_EIv1.0_0341950,Vfaba.Hedin2.R1.6g147080,MtrunA17_Chr8g0381851,Psat7g056840
LATSA3860_EIv1.0_0341960,Vfaba.Hedin2.R1.6g147200,MtrunA17_Chr8g0381841,Psat7g057080
LATSA3860_EIv1.0_0341990,Vfaba.Hedin2.R1.6g147280,MtrunA17_Chr8g0381821,Psat7g057000
LATSA3860_EIv1.0_0342110,Vfaba.Hedin2.R1.1g240840,MtrunA17_Chr5g0435151,Psat2g040920
LATSA3860_EIv1.0_0342180,Vfaba.Hedin2.R1.1g241000,MtrunA17_Chr5g0435241,Psat2g041600
LATSA3860_EIv1.0_0342240,Vfaba.Hedin2.R1.1g241200,MtrunA17_Chr5g0435281,Psat2g041320
LATSA3860_EIv1.0_0342260,Vfaba.Hedin2.R1.1g241240,MtrunA17_Chr5g0435291,Psat2g041280
LATSA3860_EIv1.0_0342290,Vfaba.Hedin2.R1.1g241280,MtrunA17_Chr1g0190351,Psat2g040720
LATSA3860_EIv1.0_0342850,Vfaba.Hedin2.R1.1g186440,MtrunA17_Chr2g0313661,Psat1g008960
LATSA3860_EIv1.0_0343060,Vfaba.Hedin2.R1.3g218160,MtrunA17_Chr1g0151961,Psat0s1648g0080
LATSA3860_EIv1.0_0343080,Vfaba.Hedin2.R1.3g064560,MtrunA17_Chr1g0185571,Psat6g060080
LATSA3860_EIv1.0_0343090,Vfaba.Hedin2.R1.3g064520,MtrunA17_Chr1g0185561,Psat6g060120
LATSA3860_EIv1.0_0343140,Vfaba.Hedin2.R1.3g064480,MtrunA17_Chr1g0185551,Psat6g060240
LATSA3860_EIv1.0_0343240,Vfaba.Hedin2.R1.1g263600,MtrunA17_Chr4g0068501,Psat0s4013g0040
LATSA3860_EIv1.0_0343590,Vfaba.Hedin2.R1.1g437320,MtrunA17_Chr2g0292941,Psat1g165760
LATSA3860_EIv1.0_0343640,Vfaba.Hedin2.R1.4g178160,MtrunA17_Chr4g0064141,Psat4g040040
LATSA3860_EIv1.0_0343950,Vfaba.Hedin2.R1.6g024440,MtrunA17_Chr4g0028071,Psat7g191640
LATSA3860_EIv1.0_0344060,Vfaba.Hedin2.R1.2g220280,MtrunA17_Chr3g0145131,Psat5g004640
LATSA3860_EIv1.0_0344180,Vfaba.Hedin2.R1.1g207560,MtrunA17_Chr5g0424191,Psat2g079320
LATSA3860_EIv1.0_0345080,Vfaba.Hedin2.R1.1g258760,MtrunA17_Chr5g0439251,Psat0ss3348g0040
LATSA3860_EIv1.0_0345100,Vfaba.Hedin2.R1.Ung010840,MtrunA17_Chr5g0439271,Psat0s2607g0080
LATSA3860_EIv1.0_0345240,Vfaba.Hedin2.R1.Ung008960,MtrunA17_Chr1g0150071,Psat6g026200
LATSA3860_EIv1.0_0345260,Vfaba.Hedin2.R1.Ung077960,MtrunA17_Chr1g0150061,Psat6g026280
LATSA3860_EIv1.0_0345270,Vfaba.Hedin2.R1.3g207040,MtrunA17_Chr1g0150041,Psat6g026320
LATSA3860_EIv1.0_0345290,Vfaba.Hedin2.R1.3g207000,MtrunA17_Chr1g0150021,Psat6g026400
LATSA3860_EIv1.0_0345300,Vfaba.Hedin2.R1.3g206960,MtrunA17_Chr1g0150011,Psat6g026480
LATSA3860_EIv1.0_0345310,Vfaba.Hedin2.R1.3g206920,MtrunA17_Chr1g0150001,Psat6g026520
LATSA3860_EIv1.0_0345320,Vfaba.Hedin2.R1.3g206880,MtrunA17_Chr1g0149991,Psat6g027480
LATSA3860_EIv1.0_0345340,Vfaba.Hedin2.R1.3g206840,MtrunA17_Chr1g0149971,Psat6g027440
LATSA3860_EIv1.0_0345350,Vfaba.Hedin2.R1.Ung083480,MtrunA17_Chr4g0030771,Psat7g220240
LATSA3860_EIv1.0_0345960,Vfaba.Hedin2.R1.2g193600,MtrunA17_Chr3g0140111,Psat5g022080
LATSA3860_EIv1.0_0346040,Vfaba.Hedin2.R1.2g193360,MtrunA17_Chr3g0140071,Psat5g022240
LATSA3860_EIv1.0_0346110,Vfaba.Hedin2.R1.1g191720,MtrunA17_Chr5g0412271,Psat2g080200
LATSA3860_EIv1.0_0346280,Vfaba.Hedin2.R1.Ung103480,MtrunA17_Chr4g0065631,Psat4g031760
LATSA3860_EIv1.0_0346490,Vfaba.Hedin2.R1.2g124960,MtrunA17_Chr3g0126611,Psat5g078400
LATSA3860_EIv1.0_0346500,Vfaba.Hedin2.R1.5g121440,MtrunA17_Chr7g0260641,Psat3g061720
LATSA3860_EIv1.0_0347230,Vfaba.Hedin2.R1.5g087800,MtrunA17_Chr7g0253011,Psat0s2882g0040
LATSA3860_EIv1.0_0347250,Vfaba.Hedin2.R1.5g087840,MtrunA17_Chr7g0253031,Psat3g089720
LATSA3860_EIv1.0_0347670,Vfaba.Hedin2.R1.5g096280,MtrunA17_Chr7g0255441,Psat3g082200
LATSA3860_EIv1.0_0347740,Vfaba.Hedin2.R1.6g145280,MtrunA17_Chr8g0381591,Psat7g059360
LATSA3860_EIv1.0_0347760,Vfaba.Hedin2.R1.6g145240,MtrunA17_Chr8g0381581,Psat7g059400
LATSA3860_EIv1.0_0347770,Vfaba.Hedin2.R1.6g145160,MtrunA17_Chr8g0381521,Psat7g059440
LATSA3860_EIv1.0_0347880,Vfaba.Hedin2.R1.4g042840,MtrunA17_Chr8g0352031,Psat4g147200
LATSA3860_EIv1.0_0348280,Vfaba.Hedin2.R1.1g088760,MtrunA17_Chr6g0481311,Psat1g120600
LATSA3860_EIv1.0_0348290,Vfaba.Hedin2.R1.1g088720,MtrunA17_Chr6g0481301,Psat1g120680
LATSA3860_EIv1.0_0348540,Vfaba.Hedin2.R1.3g051800,MtrunA17_Chr1g0181781,Psat0ss6317g0120
LATSA3860_EIv1.0_0348570,Vfaba.Hedin2.R1.3g051760,MtrunA17_Chr1g0181771,Psat6g067280
LATSA3860_EIv1.0_0349060,Vfaba.Hedin2.R1.2g132040,MtrunA17_Chr3g0127091,Psat5g075880
LATSA3860_EIv1.0_0349070,Vfaba.Hedin2.R1.2g132000,MtrunA17_Chr3g0127071,Psat5g075920
LATSA3860_EIv1.0_0349210,Vfaba.Hedin2.R1.3g144640,MtrunA17_Chr1g0205221,Psat6g206760
LATSA3860_EIv1.0_0349230,Vfaba.Hedin2.R1.3g144840,MtrunA17_Chr1g0205271,Psat6g206920
LATSA3860_EIv1.0_0349650,Vfaba.Hedin2.R1.3g047680,MtrunA17_Chr1g0179141,Psat6g080360
LATSA3860_EIv1.0_0349670,Vfaba.Hedin2.R1.3g047560,MtrunA17_Chr1g0179101,Psat0s570g0080
LATSA3860_EIv1.0_0349760,Vfaba.Hedin2.R1.2g210800,MtrunA17_Chr3g0143911,Psat0s498g0080
LATSA3860_EIv1.0_0349890,Vfaba.Hedin2.R1.1g346000,MtrunA17_Chr5g0408071,Psat2g145680
LATSA3860_EIv1.0_0350630,Vfaba.Hedin2.R1.4g204280,MtrunA17_Chr4g0069811,Psat4g019920
LATSA3860_EIv1.0_0350640,Vfaba.Hedin2.R1.4g204240,MtrunA17_Chr4g0069801,Psat4g019960
LATSA3860_EIv1.0_0350680,Vfaba.Hedin2.R1.2g007400,MtrunA17_Chr3g0123441,Psat5g225880
LATSA3860_EIv1.0_0350900,Vfaba.Hedin2.R1.5g096840,MtrunA17_Chr7g0255551,Psat3g081840
LATSA3860_EIv1.0_0350910,Vfaba.Hedin2.R1.5g096800,MtrunA17_Chr7g0255531,Psat3g081920
LATSA3860_EIv1.0_0351030,Vfaba.Hedin2.R1.1g119640,MtrunA17_Chr6g0459151,Psat1g084880
LATSA3860_EIv1.0_0352000,Vfaba.Hedin2.R1.4g005480,MtrunA17_Chr8g0336661,Psat4g222000
LATSA3860_EIv1.0_0352020,Vfaba.Hedin2.R1.4g005400,MtrunA17_Chr8g0336611,Psat4g222080
LATSA3860_EIv1.0_0352060,Vfaba.Hedin2.R1.4g005200,MtrunA17_Chr8g0336581,Psat4g222240
LATSA3860_EIv1.0_0352150,Vfaba.Hedin2.R1.2g275320,MtrunA17_Chr4g0000041,Psat7g264640
LATSA3860_EIv1.0_0352170,Vfaba.Hedin2.R1.2g275560,MtrunA17_Chr4g0000061,Psat7g264680
LATSA3860_EIv1.0_0352180,Vfaba.Hedin2.R1.2g275600,MtrunA17_Chr4g0000071,Psat7g264720
LATSA3860_EIv1.0_0352370,Vfaba.Hedin2.R1.5g142360,MtrunA17_Chr7g0265001,Psat3g040440
LATSA3860_EIv1.0_0352500,Vfaba.Hedin2.R1.4g054640,MtrunA17_Chr8g0345471,Psat4g164560
LATSA3860_EIv1.0_0352530,Vfaba.Hedin2.R1.4g054760,MtrunA17_Chr8g0345441,Psat4g164720
LATSA3860_EIv1.0_0352620,Vfaba.Hedin2.R1.6g161280,MtrunA17_Chr8g0385221,Psat7g041480
LATSA3860_EIv1.0_0352860,Vfaba.Hedin2.R1.1g434720,MtrunA17_Chr2g0293681,Psat7g017960
LATSA3860_EIv1.0_0352960,Vfaba.Hedin2.R1.3g013400,MtrunA17_Chr1g0166511,Psat6g104400
LATSA3860_EIv1.0_0353200,Vfaba.Hedin2.R1.4g163000,MtrunA17_Chr4g0060561,Psat4g052120
LATSA3860_EIv1.0_0353280,Vfaba.Hedin2.R1.2g138800,MtrunA17_Chr3g0128441,Psat5g070360
LATSA3860_EIv1.0_0353490,Vfaba.Hedin2.R1.6g017120,MtrunA17_Chr4g0025441,Psat7g203840
LATSA3860_EIv1.0_0353520,Vfaba.Hedin2.R1.1g300840,MtrunA17_Chr2g0309911,Psat1g015640
LATSA3860_EIv1.0_0353550,Vfaba.Hedin2.R1.1g300720,MtrunA17_Chr2g0309891,Psat1g015680
LATSA3860_EIv1.0_0353950,Vfaba.Hedin2.R1.Ung024560,MtrunA17_Chr1g0185731,Psat6g125920
LATSA3860_EIv1.0_0354260,Vfaba.Hedin2.R1.2g039720,MtrunA17_Chr3g0097791,Psat5g193080
LATSA3860_EIv1.0_0354690,Vfaba.Hedin2.R1.4g170760,MtrunA17_Chr4g0062741,Psat4g043320
LATSA3860_EIv1.0_0354700,Vfaba.Hedin2.R1.4g170680,MtrunA17_Chr4g0062731,Psat4g043360
LATSA3860_EIv1.0_0354810,Vfaba.Hedin2.R1.5g084520,MtrunA17_Chr7g0252441,Psat3g092000
LATSA3860_EIv1.0_0355150,Vfaba.Hedin2.R1.Ung080000,MtrunA17_Chr8g0360931,Psat4g140840
LATSA3860_EIv1.0_0355240,Vfaba.Hedin2.R1.6g081520,MtrunA17_Chr4g0041921,Psat7g161600
LATSA3860_EIv1.0_0355260,Vfaba.Hedin2.R1.6g081600,MtrunA17_Chr4g0041871,Psat7g161440
LATSA3860_EIv1.0_0355340,Vfaba.Hedin2.R1.1g264040,MtrunA17_Chr5g0441161,Psat0s1231g0040
LATSA3860_EIv1.0_0355360,Vfaba.Hedin2.R1.1g264160,MtrunA17_Chr5g0441191,Psat0s2703g0160
LATSA3860_EIv1.0_0355370,Vfaba.Hedin2.R1.1g264200,MtrunA17_Chr5g0441201,Psat0s2703g0240
LATSA3860_EIv1.0_0355380,Vfaba.Hedin2.R1.1g264240,MtrunA17_Chr5g0441221,Psat0s3383g0040
LATSA3860_EIv1.0_0355400,Vfaba.Hedin2.R1.1g264320,MtrunA17_Chr5g0441241,Psat0s3383g0080
LATSA3860_EIv1.0_0355740,Vfaba.Hedin2.R1.4g085360,MtrunA17_Chr8g0364841,Psat0s3801g0040
LATSA3860_EIv1.0_0355760,Vfaba.Hedin2.R1.4g034760,MtrunA17_Chr8g0351171,Psat4g150160
LATSA3860_EIv1.0_0356040,Vfaba.Hedin2.R1.6g152760,MtrunA17_Chr8g0383401,Psat7g049840
LATSA3860_EIv1.0_0356050,Vfaba.Hedin2.R1.6g152840,MtrunA17_Chr8g0383451,Psat7g049920
LATSA3860_EIv1.0_0356090,Vfaba.Hedin2.R1.6g153080,MtrunA17_Chr8g0383491,Psat7g049400
LATSA3860_EIv1.0_0356110,Vfaba.Hedin2.R1.6g153240,MtrunA17_Chr8g0383591,Psat7g049280
LATSA3860_EIv1.0_0356160,Vfaba.Hedin2.R1.1g200960,MtrunA17_Chr5g0422531,Psat2g085800
LATSA3860_EIv1.0_0356210,Vfaba.Hedin2.R1.3g018200,MtrunA17_Chr1g0169741,Psat6g048720
LATSA3860_EIv1.0_0356310,Vfaba.Hedin2.R1.5g048760,MtrunA17_Chr7g0240771,Psat0s1845g0240
LATSA3860_EIv1.0_0356570,Vfaba.Hedin2.R1.1g245720,MtrunA17_Chr5g0436361,Psat2g036120
LATSA3860_EIv1.0_0356620,Vfaba.Hedin2.R1.1g245880,MtrunA17_Chr5g0436501,Psat2g035200
LATSA3860_EIv1.0_0356660,Vfaba.Hedin2.R1.2g145120,MtrunA17_Chr3g0129441,Psat4g143000
LATSA3860_EIv1.0_0356670,Vfaba.Hedin2.R1.2g145160,MtrunA17_Chr3g0129451,Psat5g064320
