orthogroup,grasspea,faba,medicago,pea,composition_label,nb_pair
OG0016166,LATSA3860_EIv1.0_0291880,Vfaba.Hedin2.R1.6g075640,MtrunA17_Chr4g0040321,Psat7g168720,1234,6
OG0016167,LATSA3860_EIv1.0_0291890,Vfaba.Hedin2.R1.6g057120,MtrunA17_Chr4g0040311,Psat7g169080,1234,6
OG0016168,LATSA3860_EIv1.0_0291900,Vfaba.Hedin2.R1.6g057160,MtrunA17_Chr4g0040301,Psat7g169040,1234,6
OG0016169,LATSA3860_EIv1.0_0292000,Vfaba.Hedin2.R1.6g178000,MtrunA17_Chr8g0388141,Psat7g025640,1234,6
OG0016170,LATSA3860_EIv1.0_0292180,Vfaba.Hedin2.R1.1g076360,MtrunA17_Chr2g0317251,Psat5g242160,1234,6
OG0016171,LATSA3860_EIv1.0_0292200,Vfaba.Hedin2.R1.1g076320,MtrunA17_Chr2g0317301,Psat5g242200,1234,6
OG0016172,LATSA3860_EIv1.0_0292350,Vfaba.Hedin2.R1.1g325200,MtrunA17_Chr5g0418071,Psat2g126320,1234,6
OG0016173,LATSA3860_EIv1.0_0292500,Vfaba.Hedin2.R1.5g157800,MtrunA17_Chr7g0268441,Psat0s2632g0080,1234,6
OG0016174,LATSA3860_EIv1.0_0292590,Vfaba.Hedin2.R1.5g043120,MtrunA17_Chr7g0237941,Psat0s4138g0040,1234,6
OG0016175,LATSA3860_EIv1.0_0292690,Vfaba.Hedin2.R1.5g060720,MtrunA17_Chr7g0245621,Psat3g116680,1234,6
OG0016176,LATSA3860_EIv1.0_0292950,Vfaba.Hedin2.R1.5g143800,MtrunA17_Chr7g0265291,Psat3g038000,1234,6
OG0016178,LATSA3860_EIv1.0_0292980,Vfaba.Hedin2.R1.5g144000,MtrunA17_Chr7g0265321,Psat3g038280,1234,6
OG0016179,LATSA3860_EIv1.0_0293000,Vfaba.Hedin2.R1.5g144040,MtrunA17_Chr7g0265331,Psat3g038160,1234,6
OG0016180,LATSA3860_EIv1.0_0293220,Vfaba.Hedin2.R1.4g102680,MtrunA17_Chr8g0367341,Psat4g119880,1234,6
OG0016181,LATSA3860_EIv1.0_0293280,Vfaba.Hedin2.R1.1g189280,MtrunA17_Chr2g0312151,Psat1g010920,1234,6
OG0016183,LATSA3860_EIv1.0_0293340,Vfaba.Hedin2.R1.1g189480,MtrunA17_Chr2g0312191,Psat1g002800,1234,6
OG0016184,LATSA3860_EIv1.0_0293370,Vfaba.Hedin2.R1.3g021680,MtrunA17_Chr1g0171021,Psat6g093880,1234,6
OG0016185,LATSA3860_EIv1.0_0293460,Vfaba.Hedin2.R1.6g139480,MtrunA17_Chr8g0380411,Psat7g066160,1234,6
OG0016186,LATSA3860_EIv1.0_0293520,Vfaba.Hedin2.R1.6g139320,MtrunA17_Chr8g0380361,Psat7g065000,1234,6
OG0016188,LATSA3860_EIv1.0_0293610,Vfaba.Hedin2.R1.2g178400,MtrunA17_Chr3g0136561,Psat5g035600,1234,6
OG0016191,LATSA3860_EIv1.0_0293980,Vfaba.Hedin2.R1.2g033840,MtrunA17_Chr3g0093341,Psat5g187360,1234,6
OG0016192,LATSA3860_EIv1.0_0294330,Vfaba.Hedin2.R1.6g191080,MtrunA17_Chr8g0391111,Psat7g008440,1234,6
OG0016193,LATSA3860_EIv1.0_0294460,Vfaba.Hedin2.R1.6g030160,MtrunA17_Chr4g0030051,Psat7g222280,1234,6
OG0016194,LATSA3860_EIv1.0_0294540,Vfaba.Hedin2.R1.3g064360,MtrunA17_Chr1g0185521,Psat6g060640,1234,6
OG0016195,LATSA3860_EIv1.0_0294850,Vfaba.Hedin2.R1.4g134200,MtrunA17_Chr4g0054891,Psat4g078440,1234,6
OG0016198,LATSA3860_EIv1.0_0296170,Vfaba.Hedin2.R1.Ung016320,MtrunA17_Chr8g0365351,Psat4g125320,1234,6
OG0016199,LATSA3860_EIv1.0_0296230,Vfaba.Hedin2.R1.Ung016200,MtrunA17_Chr8g0365381,Psat4g125360,1234,6
OG0016201,LATSA3860_EIv1.0_0297120,Vfaba.Hedin2.R1.2g021720,MtrunA17_Chr3g0088461,Psat5g207440,1234,6
OG0016202,LATSA3860_EIv1.0_0297130,Vfaba.Hedin2.R1.Ung027400,MtrunA17_Chr3g0088451,Psat5g207400,1234,6
OG0016204,LATSA3860_EIv1.0_0297360,Vfaba.Hedin2.R1.1g424960,MtrunA17_Chr2g0296021,Psat1g152600,1234,6
OG0016205,LATSA3860_EIv1.0_0297610,Vfaba.Hedin2.R1.6g018560,MtrunA17_Chr4g0025891,Psat7g187040,1234,6
OG0016206,LATSA3860_EIv1.0_0297620,Vfaba.Hedin2.R1.6g018520,MtrunA17_Chr4g0025881,Psat7g187080,1234,6
OG0016208,LATSA3860_EIv1.0_0297850,Vfaba.Hedin2.R1.2g260200,MtrunA17_Chr4g0004351,Psat7g252240,1234,6
OG0016211,LATSA3860_EIv1.0_0298090,Vfaba.Hedin2.R1.1g036240,MtrunA17_Chr2g0327881,Psat5g284080,1234,6
OG0016212,LATSA3860_EIv1.0_0298120,Vfaba.Hedin2.R1.4g050480,MtrunA17_Chr8g0346561,Psat4g215000,1234,6
OG0016214,LATSA3860_EIv1.0_0298160,Vfaba.Hedin2.R1.4g050640,MtrunA17_Chr8g0346531,Psat4g162240,1234,6
OG0016216,LATSA3860_EIv1.0_0298180,Vfaba.Hedin2.R1.4g050680,MtrunA17_Chr8g0346511,Psat4g162280,1234,6
OG0016217,LATSA3860_EIv1.0_0298280,Vfaba.Hedin2.R1.6g073040,MtrunA17_Chr4g0041461,Psat7g164440,1234,6
OG0016218,LATSA3860_EIv1.0_0298550,Vfaba.Hedin2.R1.6g034880,MtrunA17_Chr4g0031291,Psat7g218800,1234,6
OG0016221,LATSA3860_EIv1.0_0298670,Vfaba.Hedin2.R1.Ung107680,MtrunA17_Chr8g0376071,Psat5g053720,1234,6
OG0016222,LATSA3860_EIv1.0_0298700,Vfaba.Hedin2.R1.Ung045880,MtrunA17_Chr8g0376091,Psat7g083560,1234,6
OG0016223,LATSA3860_EIv1.0_0298720,Vfaba.Hedin2.R1.2g041240,MtrunA17_Chr3g0098661,Psat5g194120,1234,6
OG0016225,LATSA3860_EIv1.0_0298810,Vfaba.Hedin2.R1.2g000960,MtrunA17_Chr3g0077481,Psat1g000720,1234,6
OG0016226,LATSA3860_EIv1.0_0298930,Vfaba.Hedin2.R1.2g000760,MtrunA17_Chr3g0077321,Psat1g000480,1234,6
OG0016227,LATSA3860_EIv1.0_0298950,Vfaba.Hedin2.R1.2g000680,MtrunA17_Chr3g0077271,Psat1g000400,1234,6
OG0016228,LATSA3860_EIv1.0_0299010,Vfaba.Hedin2.R1.2g000320,MtrunA17_Chr3g0077171,Psat1g003280,1234,6
OG0016229,LATSA3860_EIv1.0_0299030,Vfaba.Hedin2.R1.2g000240,MtrunA17_Chr3g0077161,Psat1g003360,1234,6
OG0016230,LATSA3860_EIv1.0_0299040,Vfaba.Hedin2.R1.2g000120,MtrunA17_Chr3g0077151,Psat1g003400,1234,6
OG0016232,LATSA3860_EIv1.0_0299780,Vfaba.Hedin2.R1.5g168520,MtrunA17_Chr7g0270281,Psat3g018520,1234,6
OG0016233,LATSA3860_EIv1.0_0299800,Vfaba.Hedin2.R1.5g168560,MtrunA17_Chr7g0270311,Psat3g018680,1234,6
OG0016234,LATSA3860_EIv1.0_0299810,Vfaba.Hedin2.R1.5g168600,MtrunA17_Chr7g0270321,Psat3g018760,1234,6
OG0016236,LATSA3860_EIv1.0_0300330,Vfaba.Hedin2.R1.5g081280,MtrunA17_Chr7g0251681,Psat3g095320,1234,6
OG0016237,LATSA3860_EIv1.0_0300340,Vfaba.Hedin2.R1.5g081320,MtrunA17_Chr7g0251761,Psat3g095280,1234,6
OG0016238,LATSA3860_EIv1.0_0300350,Vfaba.Hedin2.R1.5g081360,MtrunA17_Chr7g0251771,Psat3g095240,1234,6
OG0016239,LATSA3860_EIv1.0_0300570,Vfaba.Hedin2.R1.3g072600,MtrunA17_Chr1g0187371,Psat6g124080,1234,6
OG0016240,LATSA3860_EIv1.0_0300790,Vfaba.Hedin2.R1.1g022720,MtrunA17_Chr7g0221691,Psat3g188600,1234,6
OG0016243,LATSA3860_EIv1.0_0301240,Vfaba.Hedin2.R1.6g118560,MtrunA17_Chr4g0045531,Psat7g121280,1234,6
OG0016244,LATSA3860_EIv1.0_0301480,Vfaba.Hedin2.R1.6g148640,MtrunA17_Chr8g0382441,Psat7g054440,1234,6
OG0016251,LATSA3860_EIv1.0_0302240,Vfaba.Hedin2.R1.5g124600,MtrunA17_Chr7g0261321,Psat3g056000,1234,6
OG0016254,LATSA3860_EIv1.0_0302310,Vfaba.Hedin2.R1.5g124440,MtrunA17_Chr7g0261281,Psat3g056880,1234,6
OG0016255,LATSA3860_EIv1.0_0302970,Vfaba.Hedin2.R1.4g129720,MtrunA17_Chr4g0053961,Psat4g082280,1234,6
OG0016256,LATSA3860_EIv1.0_0303000,Vfaba.Hedin2.R1.4g129840,MtrunA17_Chr4g0054001,Psat4g082160,1234,6
OG0016257,LATSA3860_EIv1.0_0303060,Vfaba.Hedin2.R1.1g116560,MtrunA17_Chr6g0462181,Psat1g099480,1234,6
OG0016258,LATSA3860_EIv1.0_0303320,Vfaba.Hedin2.R1.1g212880,MtrunA17_Chr5g0426131,Psat2g072000,1234,6
OG0016259,LATSA3860_EIv1.0_0303480,Vfaba.Hedin2.R1.1g055200,MtrunA17_Chr2g0323071,Psat5g265840,1234,6
OG0016260,LATSA3860_EIv1.0_0303540,Vfaba.Hedin2.R1.4g122720,MtrunA17_Chr8g0374571,Psat4g088400,1234,6
OG0016261,LATSA3860_EIv1.0_0303580,Vfaba.Hedin2.R1.4g123080,MtrunA17_Chr8g0374621,Psat0s3507g0080,1234,6
OG0016262,LATSA3860_EIv1.0_0303590,Vfaba.Hedin2.R1.4g123120,,,1200,1
OG0016263,LATSA3860_EIv1.0_0303630,Vfaba.Hedin2.R1.1g059480,MtrunA17_Chr2g0322221,Psat5g262680,1234,6
OG0016264,LATSA3860_EIv1.0_0303730,Vfaba.Hedin2.R1.1g305600,MtrunA17_Chr5g0413181,Psat2g103560,1234,6
OG0016265,LATSA3860_EIv1.0_0304090,Vfaba.Hedin2.R1.1g238840,MtrunA17_Chr5g0433601,Psat2g044520,1234,6
OG0016266,LATSA3860_EIv1.0_0304100,Vfaba.Hedin2.R1.1g238800,MtrunA17_Chr5g0433621,Psat2g042800,1234,6
OG0016267,LATSA3860_EIv1.0_0304120,Vfaba.Hedin2.R1.1g238680,MtrunA17_Chr5g0433411,Psat2g042760,1234,6
OG0016268,LATSA3860_EIv1.0_0304470,Vfaba.Hedin2.R1.4g096280,MtrunA17_Chr8g0366871,Psat4g120640,1234,6
OG0016269,LATSA3860_EIv1.0_0304500,Vfaba.Hedin2.R1.4g096240,MtrunA17_Chr8g0366851,Psat4g120680,1234,6
OG0016270,LATSA3860_EIv1.0_0305090,Vfaba.Hedin2.R1.4g103200,MtrunA17_Chr8g0367161,Psat4g117640,1234,6
OG0016271,LATSA3860_EIv1.0_0305120,Vfaba.Hedin2.R1.1g015240,MtrunA17_Chr7g0219961,Psat3g204200,1234,6
OG0016272,LATSA3860_EIv1.0_0305140,Vfaba.Hedin2.R1.1g000120,MtrunA17_Chr7g0219931,Psat3g204320,1234,6
OG0016273,LATSA3860_EIv1.0_0305160,Vfaba.Hedin2.R1.1g014400,MtrunA17_Chr7g0219891,Psat3g204440,1234,6
OG0016274,LATSA3860_EIv1.0_0305210,Vfaba.Hedin2.R1.4g066680,MtrunA17_Chr7g0256621,Psat4g195880,1234,6
OG0016275,LATSA3860_EIv1.0_0305290,Vfaba.Hedin2.R1.4g066480,MtrunA17_Chr8g0341421,Psat4g195680,1234,6
OG0016276,LATSA3860_EIv1.0_0305320,Vfaba.Hedin2.R1.4g066360,MtrunA17_Chr8g0341461,Psat4g192400,1234,6
OG0016277,LATSA3860_EIv1.0_0305610,Vfaba.Hedin2.R1.4g220160,MtrunA17_Chr4g0072861,Psat0ss9363g0360,1234,6
OG0016281,LATSA3860_EIv1.0_0305920,Vfaba.Hedin2.R1.2g250280,MtrunA17_Chr4g0008091,Psat7g242800,1234,6
OG0016282,LATSA3860_EIv1.0_0305950,Vfaba.Hedin2.R1.2g250480,MtrunA17_Chr4g0008071,Psat7g242920,1234,6
OG0016283,LATSA3860_EIv1.0_0306080,Vfaba.Hedin2.R1.6g078960,MtrunA17_Chr4g0042561,Psat7g159400,1234,6
OG0016284,LATSA3860_EIv1.0_0306090,Vfaba.Hedin2.R1.6g078920,MtrunA17_Chr4g0042581,Psat7g160040,1234,6
OG0016287,LATSA3860_EIv1.0_0306230,Vfaba.Hedin2.R1.4g098000,MtrunA17_Chr8g0369031,Psat0s2609g0120,1234,6
OG0016288,LATSA3860_EIv1.0_0306850,Vfaba.Hedin2.R1.2g006600,MtrunA17_Chr3g0078241,Psat5g230440,1234,6
OG0016289,LATSA3860_EIv1.0_0307100,Vfaba.Hedin2.R1.1g034000,MtrunA17_Chr2g0328441,Psat5g285160,1234,6
OG0016290,LATSA3860_EIv1.0_0307200,Vfaba.Hedin2.R1.3g110240,MtrunA17_Chr1g0196951,,1230,3
OG0016291,LATSA3860_EIv1.0_0307210,Vfaba.Hedin2.R1.3g110200,MtrunA17_Chr1g0196961,Psat6g171600,1234,6
OG0016292,LATSA3860_EIv1.0_0307220,Vfaba.Hedin2.R1.3g110120,MtrunA17_Chr1g0196971,Psat6g171640,1234,6
OG0016293,LATSA3860_EIv1.0_0307300,Vfaba.Hedin2.R1.3g109880,MtrunA17_Chr1g0197041,Psat6g171920,1234,6
OG0016294,LATSA3860_EIv1.0_0307310,Vfaba.Hedin2.R1.3g109840,MtrunA17_Chr1g0197051,Psat6g171960,1234,6
OG0016295,LATSA3860_EIv1.0_0307350,Vfaba.Hedin2.R1.3g109720,MtrunA17_Chr1g0197101,Psat6g172080,1234,6
OG0016296,LATSA3860_EIv1.0_0307490,Vfaba.Hedin2.R1.1g059880,MtrunA17_Chr2g0322151,Psat5g262320,1234,6
OG0016297,LATSA3860_EIv1.0_0307510,Vfaba.Hedin2.R1.1g059680,MtrunA17_Chr2g0322161,Psat5g262400,1234,6
OG0016299,LATSA3860_EIv1.0_0307860,Vfaba.Hedin2.R1.3g001000,MtrunA17_Chr1g0213091,Psat6g239200,1234,6
OG0016300,LATSA3860_EIv1.0_0307970,Vfaba.Hedin2.R1.6g025520,MtrunA17_Chr4g0028521,Psat4g155560,1234,6
OG0016301,LATSA3860_EIv1.0_0308840,Vfaba.Hedin2.R1.1g031080,MtrunA17_Chr2g0328891,Psat5g286280,1234,6
OG0016302,LATSA3860_EIv1.0_0308900,Vfaba.Hedin2.R1.Ung074560,MtrunA17_Chr2g0328781,Psat5g286520,1234,6
OG0016303,LATSA3860_EIv1.0_0308980,Vfaba.Hedin2.R1.2g120880,MtrunA17_Chr3g0124861,Psat5g086400,1234,6
OG0016304,LATSA3860_EIv1.0_0309020,Vfaba.Hedin2.R1.2g120960,MtrunA17_Chr3g0124881,Psat5g087680,1234,6
OG0016305,LATSA3860_EIv1.0_0309060,Vfaba.Hedin2.R1.2g121040,MtrunA17_Chr3g0124891,Psat5g086280,1234,6
OG0016307,LATSA3860_EIv1.0_0309080,Vfaba.Hedin2.R1.2g121160,MtrunA17_Chr3g0124921,Psat5g086160,1234,6
OG0016308,LATSA3860_EIv1.0_0309090,Vfaba.Hedin2.R1.2g121200,MtrunA17_Chr3g0124931,Psat5g086120,1234,6
OG0016309,LATSA3860_EIv1.0_0309110,Vfaba.Hedin2.R1.2g121280,MtrunA17_Chr3g0124951,Psat5g086040,1234,6
OG0016310,LATSA3860_EIv1.0_0309130,Vfaba.Hedin2.R1.2g121360,MtrunA17_Chr3g0124971,Psat5g085960,1234,6
OG0016311,LATSA3860_EIv1.0_0309250,Vfaba.Hedin2.R1.2g140720,MtrunA17_Chr3g0128691,Psat5g068440,1234,6
OG0016313,LATSA3860_EIv1.0_0309330,Vfaba.Hedin2.R1.2g140280,MtrunA17_Chr3g0128671,Psat5g068680,1234,6
OG0016314,LATSA3860_EIv1.0_0309370,Vfaba.Hedin2.R1.2g140160,MtrunA17_Chr3g0128651,Psat5g069320,1234,6
OG0016315,LATSA3860_EIv1.0_0309480,Vfaba.Hedin2.R1.3g036600,MtrunA17_Chr1g0177161,Psat6g078440,1234,6
OG0016317,LATSA3860_EIv1.0_0309710,Vfaba.Hedin2.R1.Ung083680,MtrunA17_Chr1g0179641,Psat6g077640,1234,6
OG0016318,LATSA3860_EIv1.0_0309720,Vfaba.Hedin2.R1.Ung083800,MtrunA17_Chr1g0179621,Psat6g077480,1234,6
OG0016319,LATSA3860_EIv1.0_0309820,Vfaba.Hedin2.R1.3g051000,MtrunA17_Chr1g0181631,Psat6g070560,1234,6
OG0016320,LATSA3860_EIv1.0_0309830,Vfaba.Hedin2.R1.3g050800,MtrunA17_Chr1g0181621,Psat6g070480,1234,6
OG0016321,LATSA3860_EIv1.0_0309840,Vfaba.Hedin2.R1.3g050760,MtrunA17_Chr1g0181611,Psat6g070440,1234,6
OG0016322,LATSA3860_EIv1.0_0309870,Vfaba.Hedin2.R1.3g050680,MtrunA17_Chr1g0181581,Psat6g070360,1234,6
OG0016323,LATSA3860_EIv1.0_0309880,Vfaba.Hedin2.R1.1g481680,MtrunA17_Chr2g0280271,Psat1g211800,1234,6
OG0016326,LATSA3860_EIv1.0_0310050,Vfaba.Hedin2.R1.1g111880,MtrunA17_Chr6g0464581,Psat1g101120,1234,6
OG0016327,LATSA3860_EIv1.0_0310320,Vfaba.Hedin2.R1.1g295360,MtrunA17_Chr2g0280131,Psat1g020920,1234,6
OG0016328,LATSA3860_EIv1.0_0310430,Vfaba.Hedin2.R1.2g233760,MtrunA17_Chr4g0013151,Psat7g230000,1234,6
OG0016329,LATSA3860_EIv1.0_0310810,Vfaba.Hedin2.R1.4g052080,MtrunA17_Chr8g0346111,Psat4g217040,1234,6
OG0016330,LATSA3860_EIv1.0_0310850,Vfaba.Hedin2.R1.4g105960,MtrunA17_Chr8g0369841,Psat4g107040,1234,6
OG0016331,LATSA3860_EIv1.0_0310870,Vfaba.Hedin2.R1.4g106000,MtrunA17_Chr8g0369851,Psat4g106920,1234,6
OG0016332,LATSA3860_EIv1.0_0310880,Vfaba.Hedin2.R1.4g106040,MtrunA17_Chr8g0369871,Psat4g106840,1234,6
OG0016333,LATSA3860_EIv1.0_0311000,Vfaba.Hedin2.R1.2g035480,MtrunA17_Chr3g0095231,Psat5g194080,1234,6
OG0016334,LATSA3860_EIv1.0_0311140,Vfaba.Hedin2.R1.1g109800,MtrunA17_Chr6g0466691,Psat1g075280,1234,6
OG0016335,LATSA3860_EIv1.0_0311740,Vfaba.Hedin2.R1.4g191680,MtrunA17_Chr4g0067231,Psat4g027000,1234,6
OG0016340,LATSA3860_EIv1.0_0312090,Vfaba.Hedin2.R1.3g019520,MtrunA17_Chr1g0170201,Psat6g049080,1234,6
OG0016341,LATSA3860_EIv1.0_0312950,Vfaba.Hedin2.R1.3g083400,MtrunA17_Chr1g0191011,Psat6g147280,1234,6
OG0016342,LATSA3860_EIv1.0_0312960,Vfaba.Hedin2.R1.3g083440,MtrunA17_Chr1g0191021,Psat6g147320,1234,6
OG0016344,LATSA3860_EIv1.0_0313060,Vfaba.Hedin2.R1.3g083720,MtrunA17_Chr1g0191161,Psat6g147880,1234,6
OG0016345,LATSA3860_EIv1.0_0313430,Vfaba.Hedin2.R1.1g138560,MtrunA17_Chr6g0452241,Psat1g076480,1234,6
OG0016346,LATSA3860_EIv1.0_0313440,Vfaba.Hedin2.R1.1g138480,MtrunA17_Chr6g0452251,Psat6g239560,1234,6
OG0016347,LATSA3860_EIv1.0_0313460,Vfaba.Hedin2.R1.1g138440,MtrunA17_Chr6g0452271,Psat6g239520,1234,6
OG0016348,LATSA3860_EIv1.0_0313470,Vfaba.Hedin2.R1.1g138400,MtrunA17_Chr6g0452281,Psat6g239480,1234,6
OG0016349,LATSA3860_EIv1.0_0313610,Vfaba.Hedin2.R1.5g093360,MtrunA17_Chr7g0254411,Psat3g085360,1234,6
OG0016352,LATSA3860_EIv1.0_0313770,Vfaba.Hedin2.R1.5g146080,MtrunA17_Chr7g0265631,Psat3g036400,1234,6
OG0016353,LATSA3860_EIv1.0_0313780,Vfaba.Hedin2.R1.5g146040,MtrunA17_Chr7g0265611,Psat3g036440,1234,6
OG0016355,LATSA3860_EIv1.0_0313950,Vfaba.Hedin2.R1.1g220640,MtrunA17_Chr5g0429311,Psat2g060760,1234,6
OG0016356,LATSA3860_EIv1.0_0314000,Vfaba.Hedin2.R1.5g145520,MtrunA17_Chr7g0265771,Psat3g035920,1234,6
OG0016357,LATSA3860_EIv1.0_0314020,Vfaba.Hedin2.R1.5g146600,MtrunA17_Chr7g0265781,Psat3g036120,1234,6
OG0016358,LATSA3860_EIv1.0_0314030,Vfaba.Hedin2.R1.5g146640,MtrunA17_Chr7g0265791,Psat3g035800,1234,6
OG0016360,LATSA3860_EIv1.0_0314770,Vfaba.Hedin2.R1.2g078400,MtrunA17_Chr3g0113981,Psat5g131040,1234,6
OG0016364,LATSA3860_EIv1.0_0314920,Vfaba.Hedin2.R1.3g239200,MtrunA17_Chr1g0157081,Psat6g001360,1234,6
OG0016365,LATSA3860_EIv1.0_0314980,Vfaba.Hedin2.R1.3g232280,MtrunA17_Chr1g0157021,Psat6g001600,1234,6
OG0016368,LATSA3860_EIv1.0_0315400,Vfaba.Hedin2.R1.4g085040,MtrunA17_Chr8g0364641,Psat4g125440,1234,6
OG0016369,LATSA3860_EIv1.0_0315510,Vfaba.Hedin2.R1.3g016640,MtrunA17_Chr1g0169091,Psat6g109000,1234,6
OG0016370,LATSA3860_EIv1.0_0315550,Vfaba.Hedin2.R1.6g026880,MtrunA17_Chr4g0028631,Psat7g144400,1234,6
OG0016372,LATSA3860_EIv1.0_0315960,Vfaba.Hedin2.R1.4g151840,MtrunA17_Chr4g0058151,Psat0s1670g0040,1234,6
OG0016373,LATSA3860_EIv1.0_0316080,Vfaba.Hedin2.R1.2g113120,MtrunA17_Chr3g0123001,Psat5g093080,1234,6
OG0016374,LATSA3860_EIv1.0_0316220,Vfaba.Hedin2.R1.1g322600,MtrunA17_Chr5g0417371,Psat2g119480,1234,6
OG0016375,LATSA3860_EIv1.0_0316300,Vfaba.Hedin2.R1.1g397040,MtrunA17_Chr2g0307061,Psat1g027760,1234,6
OG0016376,LATSA3860_EIv1.0_0316350,Vfaba.Hedin2.R1.1g397160,MtrunA17_Chr2g0307091,Psat1g027200,1234,6
OG0016377,LATSA3860_EIv1.0_0316630,Vfaba.Hedin2.R1.3g141120,MtrunA17_Chr1g0204731,Psat6g204080,1234,6
OG0016379,LATSA3860_EIv1.0_0316720,Vfaba.Hedin2.R1.1g433920,MtrunA17_Chr2g0293981,Psat1g162440,1234,6
OG0016380,LATSA3860_EIv1.0_0316740,Vfaba.Hedin2.R1.6g046960,MtrunA17_Chr4g0037201,Psat7g137640,1234,6
OG0016381,LATSA3860_EIv1.0_0316750,Vfaba.Hedin2.R1.6g046920,MtrunA17_Chr4g0037211,Psat7g137680,1234,6
OG0016382,LATSA3860_EIv1.0_0316770,Vfaba.Hedin2.R1.6g046880,MtrunA17_Chr4g0037221,Psat7g175360,1234,6
OG0016383,LATSA3860_EIv1.0_0316850,Vfaba.Hedin2.R1.3g103560,MtrunA17_Chr1g0196161,Psat6g168040,1234,6
OG0016384,LATSA3860_EIv1.0_0316880,Vfaba.Hedin2.R1.3g103720,MtrunA17_Chr1g0196111,Psat6g167960,1234,6
OG0016385,LATSA3860_EIv1.0_0316900,Vfaba.Hedin2.R1.3g103800,MtrunA17_Chr1g0196081,Psat6g167880,1234,6
OG0016386,LATSA3860_EIv1.0_0316910,Vfaba.Hedin2.R1.3g103880,MtrunA17_Chr1g0196071,Psat6g167840,1234,6
OG0016387,LATSA3860_EIv1.0_0317060,Vfaba.Hedin2.R1.2g127160,MtrunA17_Chr3g0126121,Psat5g080280,1234,6
OG0016388,LATSA3860_EIv1.0_0317070,Vfaba.Hedin2.R1.2g127200,MtrunA17_Chr3g0126111,Psat5g080240,1234,6
OG0016389,LATSA3860_EIv1.0_0317080,Vfaba.Hedin2.R1.2g127240,MtrunA17_Chr3g0126101,Psat5g080200,1234,6
OG0016390,LATSA3860_EIv1.0_0317100,Vfaba.Hedin2.R1.2g127280,MtrunA17_Chr3g0126091,Psat5g080160,1234,6
OG0016391,LATSA3860_EIv1.0_0317110,Vfaba.Hedin2.R1.2g127040,MtrunA17_Chr3g0126191,Psat3g022440,1234,6
OG0016394,LATSA3860_EIv1.0_0317270,Vfaba.Hedin2.R1.1g267640,MtrunA17_Chr5g0442071,Psat2g019280,1234,6
OG0016395,LATSA3860_EIv1.0_0317280,Vfaba.Hedin2.R1.1g267680,MtrunA17_Chr5g0442081,Psat2g019240,1234,6
OG0016396,LATSA3860_EIv1.0_0317300,Vfaba.Hedin2.R1.1g267720,MtrunA17_Chr5g0442091,Psat2g019200,1234,6
OG0016398,LATSA3860_EIv1.0_0317860,Vfaba.Hedin2.R1.3g034480,MtrunA17_Chr1g0176251,Psat6g110280,1234,6
OG0016399,LATSA3860_EIv1.0_0317930,Vfaba.Hedin2.R1.6g055040,MtrunA17_Chr8g0377151,Psat7g078440,1234,6
OG0016400,LATSA3860_EIv1.0_0317940,Vfaba.Hedin2.R1.6g055080,MtrunA17_Chr8g0377141,Psat7g078480,1234,6
OG0016401,LATSA3860_EIv1.0_0317990,Vfaba.Hedin2.R1.6g055200,MtrunA17_Chr8g0377091,Psat7g079440,1234,6
OG0016402,LATSA3860_EIv1.0_0318010,Vfaba.Hedin2.R1.6g055280,MtrunA17_Chr8g0377071,Psat7g079480,1234,6
OG0016403,LATSA3860_EIv1.0_0318020,Vfaba.Hedin2.R1.6g055320,MtrunA17_Chr8g0377061,Psat7g079520,1234,6
OG0016404,LATSA3860_EIv1.0_0318030,Vfaba.Hedin2.R1.Ung038400,MtrunA17_Chr8g0377041,Psat7g079560,1234,6
OG0016405,LATSA3860_EIv1.0_0318060,Vfaba.Hedin2.R1.Ung062760,MtrunA17_Chr8g0376991,Psat7g079640,1234,6
OG0016406,LATSA3860_EIv1.0_0318070,Vfaba.Hedin2.R1.6g055480,MtrunA17_Chr8g0376971,Psat7g079680,1234,6
OG0016407,LATSA3860_EIv1.0_0318170,Vfaba.Hedin2.R1.5g115280,MtrunA17_Chr7g0259171,Psat3g066640,1234,6
OG0016408,LATSA3860_EIv1.0_0318220,Vfaba.Hedin2.R1.1g203360,MtrunA17_Chr5g0422771,Psat2g078040,1234,6
OG0016410,LATSA3860_EIv1.0_0318450,Vfaba.Hedin2.R1.1g201720,MtrunA17_Chr0c01g0489461,Psat0s3505g0040,1234,6
OG0016411,LATSA3860_EIv1.0_0318490,Vfaba.Hedin2.R1.1g174720,MtrunA17_Chr6g0479981,Psat1g123600,1234,6
OG0016412,LATSA3860_EIv1.0_0318660,Vfaba.Hedin2.R1.3g174080,MtrunA17_Chr1g0165201,Psat6g100520,1234,6
OG0016413,LATSA3860_EIv1.0_0318830,Vfaba.Hedin2.R1.1g105000,MtrunA17_Chr6g0470541,Psat0s2150g0040,1234,6
OG0016415,LATSA3860_EIv1.0_0318930,Vfaba.Hedin2.R1.5g095360,MtrunA17_Chr7g0255151,Psat3g082560,1234,6
OG0016416,LATSA3860_EIv1.0_0318940,Vfaba.Hedin2.R1.5g095400,MtrunA17_Chr7g0255161,Psat3g082600,1234,6
OG0016417,LATSA3860_EIv1.0_0319030,Vfaba.Hedin2.R1.5g095680,MtrunA17_Chr7g0255261,Psat3g082400,1234,6
